City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
347,Oranjemund,NA,-28.55,16.4333,58.15,89,76,9.06,broken clouds
348,Kloulklubed,PW,7.0419,134.2556,81.1,80,100,14.76,overcast clouds
349,Pakpattan,PK,30.341,73.3866,63.9,38,0,3.83,clear sky
350,Sulangan,PH,11.1373,123.7228,82.09,79,100,10.22,overcast clouds
351,Sunndalsora,NO,62.6754,8.5515,40.53,44,85,16.11,overcast clouds
352,Kannad,IN,20.2667,75.1333,70.84,42,0,4.92,clear sky
353,Geraldton,AU,-28.7667,114.6,66.61,72,75,14.97,broken clouds
354,Sile,TR,41.1754,29.6133,59.67,58,85,8.01,overcast clouds
355,Yar-Sale,RU,66.8333,70.8333,4.23,93,93,8.43,overcast clouds
356,Bikramganj,IN,25.2,84.25,73.15,43,0,3.94,clear sky
357,Peski,RU,55.2163,38.7626,18.95,96,40,2.91,scattered clouds
358,Moose Factory,CA,51.2585,-80.6094,17.6,86,100,9.22,overcast clouds
359,Cockburn Town,TC,21.4612,-71.1419,81.7,76,11,16.89,light rain
360,Muyezerskiy,RU,63.9333,31.65,30.15,90,77,5.39,broken clouds
361,Tabou,CI,4.423,-7.3528,76.89,85,6,2.55,clear sky
362,Port Lincoln,AU,-34.7333,135.8667,62.91,62,1,16.49,clear sky
363,College,US,64.8569,-147.8028,5.07,86,20,0.0,few clouds
364,Logansport,US,40.7545,-86.3567,32.41,90,100,10.36,overcast clouds
365,Berlevag,NO,70.8578,29.0864,42.6,65,13,17.2,few clouds
366,Klaksvik,FO,62.2266,-6.589,49.12,90,94,35.23,overcast clouds
367,Muli,MV,2.9167,73.5667,81.77,74,99,12.33,overcast clouds
368,Rawson,AR,-43.3002,-65.1023,59.85,53,14,15.23,few clouds
369,Lobito,AO,-12.3481,13.5456,73.8,78,92,4.7,overcast clouds
370,Biloela,AU,-24.4167,150.5,84.38,14,93,14.67,overcast clouds
371,Khatanga,RU,71.9667,102.5,-33.41,100,94,5.35,overcast clouds
372,Abu Zabad,SD,12.35,29.25,64.31,29,21,10.16,few clouds
373,Chingirlau,KZ,51.095,54.0814,28.31,76,100,11.77,overcast clouds
374,Leua,SK,48.2156,18.6071,48.49,86,100,5.35,overcast clouds
375,Alice Springs,AU,-23.7,133.8833,81.95,36,75,14.97,broken clouds
376,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.98,81,96,20.07,overcast clouds
377,Airai,TL,-8.9266,125.4092,77.13,50,81,2.98,broken clouds
378,Salina,US,38.8403,-97.6114,24.94,86,0,6.91,clear sky
379,Hamilton,US,39.1834,-84.5333,32.63,75,100,10.36,overcast clouds
380,Panguna,PG,-6.3164,155.4848,79.54,65,99,0.98,overcast clouds
381,George Town,MY,5.4112,100.3354,84.15,84,20,5.75,few clouds
382,Nileshwar,IN,12.25,75.1,80.73,69,86,3.94,overcast clouds
383,Palauig,PH,15.435,119.9045,86.47,63,88,4.05,overcast clouds
384,Monroe,US,43.1501,-77.6831,36.27,84,100,8.05,overcast clouds
385,Byron Bay,AU,-28.65,153.6167,71.94,41,26,13.11,scattered clouds
386,Rockland,US,41.1668,-74.0496,41.23,74,80,3.0,broken clouds
387,Walvis Bay,NA,-22.9575,14.5053,58.15,94,0,9.22,clear sky
388,Balkanabat,TM,39.5108,54.3671,56.17,41,91,8.12,overcast clouds
389,Wattegama,LK,6.7989,81.4808,80.87,64,58,5.95,broken clouds
390,Pisco,PE,-13.7,-76.2167,62.65,82,0,9.22,clear sky
391,Lisakovsk,KZ,52.5369,62.4936,14.11,95,86,3.31,overcast clouds
392,Madimba,TZ,-10.4,40.3333,78.84,72,93,5.88,overcast clouds
393,Svetlaya,RU,46.5389,138.3297,35.06,51,7,3.8,clear sky
394,Grand Gaube,MU,-20.0064,57.6608,75.38,58,34,3.0,scattered clouds
395,Khandbari,NP,27.3747,87.2039,64.81,66,59,2.93,broken clouds
396,Manado,ID,1.487,124.8455,88.57,70,40,5.75,scattered clouds
397,Gloucester,GB,51.8657,-2.2431,49.06,92,100,11.01,light rain
398,Pacific Grove,US,36.6177,-121.9166,56.43,59,0,4.61,clear sky
399,Port Macquarie,AU,-31.4333,152.9167,69.89,46,25,15.64,scattered clouds
400,Arkhangelsk,RU,64.5401,40.5433,24.91,100,75,2.24,broken clouds
401,Muzhi,RU,65.3667,64.6667,-1.86,87,23,6.44,few clouds
402,Awjilah,LY,29.1081,21.2869,60.3,39,0,11.32,clear sky
403,Coello,CO,4.2891,-74.8982,74.14,87,100,1.72,overcast clouds
404,Caravelas,BR,-17.7125,-39.2481,72.01,96,100,2.84,overcast clouds
405,Yeban,PH,17.022,121.9419,84.43,70,75,3.51,heavy intensity rain
406,Hasaki,JP,35.7333,140.8333,63.28,59,94,15.39,overcast clouds
407,Mariana,BR,-20.3778,-43.4161,63.43,98,100,2.8,overcast clouds
408,Ust-Tsilma,RU,65.441,52.1498,-4.77,100,36,3.51,scattered clouds
409,Uryupinsk,RU,50.8047,42.0138,30.61,100,100,5.12,snow
410,Illintsi,UA,49.1048,29.2177,36.3,98,100,9.66,light rain
411,Samarai,PG,-10.6167,150.6667,87.04,68,97,15.64,overcast clouds
412,Kuusamo,FI,65.9667,29.1833,17.64,100,100,2.3,overcast clouds
413,Dehloran,IR,32.6941,47.2679,65.32,75,100,13.29,overcast clouds
414,Hambantota,LK,6.1241,81.1185,80.94,94,20,4.61,few clouds
415,Namatanai,PG,-3.6667,152.4333,84.69,66,100,9.89,overcast clouds
416,Andrews,US,32.3187,-102.5457,43.2,48,97,5.82,overcast clouds
417,Fort Nelson,CA,58.8053,-122.7002,11.95,79,0,2.3,clear sky
418,Xuzhou,CN,34.1805,117.1571,63.97,42,0,7.29,clear sky
419,Ahipara,NZ,-35.1667,173.1667,66.85,80,100,8.99,light rain
420,Mikhaylovka,RU,50.06,43.2379,35.78,82,100,7.02,overcast clouds
421,Smithers,CA,54.7804,-127.1743,30.52,80,75,3.44,broken clouds
422,Arkhangelskoye,RU,55.8549,35.3287,24.1,90,99,2.91,overcast clouds
423,Port Hawkesbury,CA,45.6169,-61.3485,49.91,99,100,18.01,light rain
424,Mattru,SL,7.6244,-11.8332,71.35,96,48,1.16,scattered clouds
425,Ryde,GB,50.73,-1.1621,48.65,93,99,10.0,overcast clouds
426,Waingapu,ID,-9.6567,120.2641,86.18,65,96,5.75,overcast clouds
427,Kilindoni,TZ,-7.9139,39.6668,79.74,71,72,8.14,broken clouds
428,Santa Ines,BR,-3.6667,-45.38,74.5,89,81,2.75,broken clouds
429,Ushtobe,KZ,45.2514,77.9838,30.85,49,24,14.38,few clouds
430,Magadan,RU,59.5667,150.8,4.53,88,100,7.11,overcast clouds
431,Imbituba,BR,-28.24,-48.6703,62.46,63,0,4.12,clear sky
432,Ust-Nera,RU,64.5667,143.2,-8.41,97,100,2.53,overcast clouds
433,Ivybridge,GB,50.3904,-3.9191,47.91,93,42,20.09,scattered clouds
434,Reyes,BO,-14.3167,-67.3833,76.8,74,80,2.51,broken clouds
435,Cervo,ES,43.6702,-7.4101,57.54,73,38,17.81,scattered clouds
436,Malatya,TR,38.5,38.0,42.85,100,100,3.44,overcast clouds
437,Omsukchan,RU,62.5333,155.8,-24.2,93,13,3.06,few clouds
438,Portland,US,45.5234,-122.6762,41.2,70,0,12.66,clear sky
439,Aguimes,ES,27.9054,-15.4461,70.66,34,0,5.75,clear sky
440,Mount Gambier,AU,-37.8333,140.7667,60.49,57,90,7.23,overcast clouds
441,Santa Engracia,ES,41.9406,-1.3245,63.99,65,100,9.73,overcast clouds
442,Bela,IN,25.9333,81.9833,75.74,41,21,6.24,few clouds
443,Besikduzu,TR,41.052,39.2284,60.69,65,51,8.32,broken clouds
444,Yamada,JP,39.4667,141.95,49.91,47,96,1.61,overcast clouds
445,Carmen,MX,18.6333,-91.8333,80.64,83,75,10.36,broken clouds
446,Pochutla,MX,15.7432,-96.4661,76.82,74,100,3.33,overcast clouds
447,Waitara,NZ,-38.925,174.25,67.5,82,63,7.49,light rain
448,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.87,85,35,5.23,scattered clouds
449,Atar,MR,20.5169,-13.0499,74.14,23,0,9.28,clear sky
450,Vogosca,BA,43.9019,18.3481,48.07,100,75,2.3,broken clouds
451,Mendi,PG,-6.1761,143.6513,68.07,76,98,5.86,overcast clouds
452,Ahmadnagar,IN,19.0833,74.7333,74.88,35,0,8.66,clear sky
453,Camocim,BR,-2.9022,-40.8411,76.42,78,8,9.13,clear sky
454,San Andres,CO,12.5847,-81.7006,84.22,79,20,11.5,few clouds
455,Ayan,RU,56.45,138.1667,16.18,44,3,1.52,clear sky
456,Paita,PE,-5.0892,-81.1144,64.58,85,91,12.64,overcast clouds
457,Piripiri,BR,-4.2733,-41.7769,74.12,86,14,2.8,few clouds
458,Bathsheba,BB,13.2167,-59.5167,79.63,80,64,16.37,broken clouds
459,Charagua,BO,-19.8,-63.2167,70.36,48,86,3.33,overcast clouds
460,Valparaiso,CL,-33.0393,-71.6273,56.84,94,0,5.75,clear sky
461,Jining,CN,35.405,116.5814,64.98,29,0,6.8,clear sky
462,Cap Malheureux,MU,-19.9842,57.6142,75.47,58,30,3.0,scattered clouds
463,Fairbanks,US,64.8378,-147.7164,4.08,85,0,0.0,clear sky
464,Sarh,TD,9.1429,18.3923,66.11,94,0,0.0,clear sky
465,Buraydah,SA,26.326,43.975,66.65,33,86,4.97,overcast clouds
466,Taywarah,AF,33.35,64.4167,35.51,33,46,1.32,scattered clouds
467,Hay River,CA,60.8156,-115.7999,8.58,85,75,5.75,broken clouds
468,Zhanakorgan,KZ,43.9098,67.2495,32.61,59,70,4.85,broken clouds
469,Bose,IT,45.4612,8.0137,45.75,95,100,2.08,light rain
470,Mae Hong Son,TH,19.3003,97.9685,80.74,78,40,2.3,scattered clouds
471,Wairoa,NZ,-39.0333,177.3667,64.29,94,99,4.74,overcast clouds
472,Sarkand,KZ,45.41,79.9186,24.55,77,65,2.06,broken clouds
473,Harper,LR,4.375,-7.7169,76.6,85,19,0.87,few clouds
474,Ambilobe,MG,-13.2,49.05,76.8,77,99,3.0,overcast clouds
475,Heihe,CN,50.2441,127.4902,18.18,86,100,7.99,overcast clouds
476,Omboue,GA,-1.5746,9.2618,74.59,90,91,8.46,moderate rain
477,Chuy,UY,-33.6971,-53.4616,59.68,84,1,4.16,clear sky
478,Inirida,CO,3.8653,-67.9239,73.96,96,100,2.3,overcast clouds
479,Shelburne,CA,44.0787,-80.2041,27.39,97,84,5.99,snow
480,Manta,EC,-0.95,-80.7333,71.38,83,75,9.22,broken clouds
481,Ixtapa,MX,20.7,-105.2,75.22,88,0,0.0,clear sky
482,Calama,CL,-22.4667,-68.9333,52.29,32,0,6.91,clear sky
483,Shache,CN,38.4167,77.2406,46.44,27,0,8.99,clear sky
484,Celestun,MX,20.8667,-90.4,76.6,84,10,10.87,light rain
485,Jiaohe,CN,43.7286,127.3447,39.25,53,99,2.55,overcast clouds
486,Turayf,SA,31.6725,38.6637,48.45,93,0,6.91,clear sky
487,Dawlatabad,AF,36.4141,64.9053,50.34,52,99,9.57,overcast clouds
488,Altamira,BR,-3.2033,-52.2064,76.24,69,74,1.66,broken clouds
489,Bubaque,GW,11.2833,-15.8333,82.89,71,100,6.31,overcast clouds
490,Suhbaatar,MN,50.2314,106.2078,28.13,68,29,4.76,scattered clouds
491,Skovorodino,RU,53.9833,123.9167,15.75,91,100,4.05,light snow
492,Constitucion,CL,-35.3333,-72.4167,56.66,83,21,12.26,few clouds
493,Jiangyou,CN,31.7667,104.7167,57.52,73,100,2.53,overcast clouds
494,Grindavik,IS,63.8424,-22.4338,46.87,87,75,17.27,broken clouds
495,Katsuyama,JP,36.0617,136.501,59.36,53,100,3.56,moderate rain
496,Xushan,CN,30.1764,121.2457,64.96,87,88,6.89,overcast clouds
497,Saint Anthony,US,45.0205,-93.218,22.95,80,100,8.05,overcast clouds
498,Raga,SS,8.4596,25.678,68.4,37,38,4.0,scattered clouds
499,Bandarbeyla,SO,9.4942,50.8122,77.94,70,5,14.56,clear sky
500,Tabuk,PH,17.4189,121.4443,84.92,63,42,2.51,scattered clouds
501,Nova Olinda Do Norte,BR,-3.8881,-59.0942,76.87,79,99,1.45,overcast clouds
502,Port-Gentil,GA,-0.7193,8.7815,75.72,90,100,11.45,moderate rain
503,Vangaindrano,MG,-23.35,47.6,74.3,82,98,6.42,overcast clouds
504,Aykhal,RU,66.0,111.5,-17.16,100,100,4.36,overcast clouds
505,Zeerust,ZA,-25.5369,26.0751,70.03,49,20,2.84,few clouds
506,Anito,PH,12.4497,125.2886,79.88,91,100,9.75,heavy intensity rain
507,Cao Bang,VN,22.6667,106.25,79.43,73,70,5.75,broken clouds
508,Fenoarivo,MG,-18.933,47.4354,62.67,100,40,3.44,scattered clouds
509,Massaguet,TD,12.4755,15.4365,71.15,23,0,9.06,clear sky
510,Tezu,IN,27.9167,96.1667,75.27,31,6,3.33,clear sky
511,Mantua,IT,45.1667,10.7833,47.35,89,97,1.01,overcast clouds
512,Qiongshan,CN,20.0058,110.3542,78.78,89,75,8.95,broken clouds
513,Tigzirt,DZ,36.8886,4.1198,64.11,75,87,12.21,overcast clouds
514,Chontalpa,MX,17.7,-93.5167,71.69,97,71,4.81,light rain
515,Aquiraz,BR,-3.9014,-38.3911,80.69,74,30,10.27,scattered clouds
516,Taltal,CL,-25.4,-70.4833,61.74,84,37,1.83,scattered clouds
517,Saint-Georges,GD,12.0564,-61.7485,78.48,89,20,5.75,few clouds
518,La Libertad,EC,-2.2333,-80.9,69.46,94,75,8.05,broken clouds
519,Pitimbu,BR,-7.4706,-34.8086,77.59,81,3,7.87,clear sky
520,Muros,ES,42.7762,-9.0603,62.1,80,99,17.11,overcast clouds
521,Le Port,RE,-20.9373,55.2919,77.25,48,3,2.51,clear sky
522,Moss Vale,AU,-34.55,150.3833,59.14,39,54,5.46,broken clouds
523,Magway,MM,20.15,94.9167,82.8,48,3,7.76,clear sky
524,Kortkeros,RU,61.8106,51.5806,-4.0,95,23,3.2,few clouds
525,Porto Walter,BR,-8.2686,-72.7439,70.59,99,100,2.66,overcast clouds
526,Chapulhuacan,MX,21.1667,-98.9,51.75,91,100,0.54,overcast clouds
527,Gimli,CA,50.6336,-96.9907,19.42,86,100,3.44,light snow
528,Santander,ES,43.4647,-3.8044,61.47,87,100,4.61,overcast clouds
529,San Carlos De Bariloche,AR,-41.1456,-71.3082,47.95,71,0,3.44,clear sky
530,Maltahohe,NA,-24.8333,16.9833,66.02,17,0,4.09,clear sky
531,Yairipok,IN,24.6667,94.0667,64.26,49,0,1.07,clear sky
532,Tokur,RU,53.1333,132.9,14.68,81,100,5.55,overcast clouds
533,Ravar,IR,31.2656,56.8055,61.65,30,30,3.8,scattered clouds
534,Bosaso,SO,11.2842,49.1816,76.51,68,0,2.08,clear sky
535,Hinton,CA,53.4001,-117.5857,3.52,99,82,2.71,broken clouds
536,Hirara,JP,24.8,125.2833,79.07,83,75,17.27,broken clouds
537,Bafq,IR,31.6128,55.4107,64.22,33,93,9.17,overcast clouds
538,Kerugoya,KE,-0.4989,37.2803,60.15,95,97,0.58,overcast clouds
539,Alofi,NU,-19.0595,-169.9187,82.29,74,75,8.05,broken clouds
540,Khandagayty,RU,50.7333,92.05,22.37,81,91,5.79,overcast clouds
541,Coihueco,CL,-36.6167,-71.8333,56.41,72,25,3.42,scattered clouds
542,Vanimo,PG,-2.6741,141.3028,85.95,69,84,6.6,broken clouds
543,Abonnema,NG,4.7084,6.7931,75.25,89,3,4.59,clear sky
544,Khuzhir,RU,53.1939,107.3397,36.57,55,22,9.75,few clouds
545,Lake Cowichan,CA,48.825,-124.0546,43.0,68,36,1.41,scattered clouds
546,Baguanos,CU,20.7517,-76.0269,77.29,93,2,7.27,clear sky
547,Arawa,PG,-6.2132,155.5367,85.41,64,99,4.09,overcast clouds
548,Pundaguitan,PH,6.3711,126.1689,77.92,87,100,12.66,overcast clouds
549,Ornskoldsvik,SE,63.2909,18.7153,18.55,93,3,5.75,clear sky
550,Lancaster,US,40.2504,-76.2499,40.5,56,100,10.36,overcast clouds
551,Hailey,US,43.5196,-114.3153,18.9,89,42,6.49,scattered clouds
552,Lyuban,BY,52.7985,28.0048,26.92,77,31,10.2,scattered clouds
553,Oktyabrskiy,RU,54.4815,53.471,15.69,96,94,3.76,overcast clouds
554,Champasak,LA,14.75,106.0,88.68,47,4,1.39,clear sky
555,Xining,CN,36.6167,101.7667,40.39,34,94,2.98,overcast clouds
556,Carauari,BR,-4.8828,-66.8958,72.86,91,89,2.01,overcast clouds
557,Vostok,RU,46.4856,135.8833,27.99,67,94,3.85,overcast clouds
558,Gornopravdinsk,RU,60.05,69.9,-12.73,98,25,0.74,scattered clouds
559,Lakatoro,VU,-16.0999,167.4164,84.88,67,13,4.14,few clouds
560,Najran,SA,17.4924,44.1277,56.05,30,10,2.64,clear sky
561,Naze,JP,28.3667,129.4833,67.12,72,100,13.38,light rain
562,Gimbi,ET,9.1667,35.8333,53.11,89,5,1.59,clear sky
563,Yulara,AU,-25.2406,130.9889,86.43,35,23,21.47,few clouds
564,Beberibe,BR,-4.1797,-38.1306,78.03,73,12,11.41,few clouds
565,Boone,US,39.0334,-92.3335,29.19,70,12,7.23,few clouds
566,Toledo,ES,39.8333,-4.0,59.32,72,100,18.54,overcast clouds
567,Yerbogachen,RU,61.2767,108.0108,9.45,92,100,2.75,overcast clouds
568,Tual,ID,-5.6667,132.75,83.75,72,100,5.17,overcast clouds
569,Vaitape,PF,-16.5167,-151.75,79.86,71,98,1.14,overcast clouds
570,Mormugao,IN,15.4,73.8,79.47,43,2,7.87,clear sky
571,Barcelona,ES,41.3888,2.159,65.48,65,20,11.5,few clouds
572,Naujamiestis,LT,55.6869,24.1523,27.72,85,9,6.24,clear sky
573,Itoman,JP,26.1247,127.6694,78.82,69,75,13.8,broken clouds
574,Sept-Iles,CA,50.2001,-66.3821,25.32,93,100,11.5,snow
575,Bonfim,BR,3.0833,-59.95,80.06,69,98,1.66,overcast clouds
576,Shigony,RU,53.3875,48.6777,26.2,94,100,9.6,light snow
577,Buchanan,LR,5.8808,-10.0467,75.97,88,27,1.9,scattered clouds
578,Qinnan,CN,33.2531,119.9133,57.43,77,100,6.38,overcast clouds
579,Sawakin,SD,19.1059,37.3321,83.57,63,34,5.08,scattered clouds
580,Codrington,AU,-38.2667,141.9667,58.66,68,72,11.16,broken clouds
581,Sahuaripa,MX,29.05,-109.2333,60.78,52,0,4.99,clear sky
582,Auki,SB,-8.7676,160.7034,82.15,79,59,2.64,light rain
583,Suna,RU,57.8338,50.0588,15.93,95,97,6.6,overcast clouds
584,Kitaotao,PH,7.6397,125.0089,73.09,92,100,4.63,overcast clouds
585,Paamiut,GL,61.994,-49.6678,12.69,79,63,8.55,broken clouds
586,Puro,PH,12.4841,123.3827,85.06,71,82,9.31,broken clouds
587,Makubetsu,JP,45.3714,141.8211,35.31,87,75,8.05,broken clouds
588,Moron,AR,-34.6534,-58.6198,79.0,53,90,2.8,overcast clouds
589,Gushi,CN,34.6425,109.5843,59.88,43,63,8.68,broken clouds
590,Puerto Palomas,MX,31.7667,-107.6167,43.7,41,19,13.15,few clouds
591,Kokopo,PG,-4.352,152.2633,85.82,58,100,5.26,overcast clouds
592,Alamos,MX,27.0167,-108.9333,61.77,43,0,3.49,clear sky
593,The Valley,AI,18.217,-63.0578,81.1,75,0,16.98,clear sky
594,Gazli,UZ,40.1333,63.45,41.32,62,100,14.52,overcast clouds
595,Sishui,CN,35.6489,117.2758,63.16,29,0,5.32,clear sky
596,Padang,ID,-0.9492,100.3543,75.25,77,100,4.61,moderate rain
597,Taraz,KZ,42.9,71.3667,25.21,74,20,6.71,few clouds
598,Yumen,CN,40.2833,97.2,41.22,24,15,22.86,few clouds
599,Cururupu,BR,-1.8283,-44.8683,74.95,86,42,4.16,scattered clouds
600,Westport,US,41.1415,-73.3579,43.75,71,0,10.36,clear sky
601,Masallatah,LY,32.6167,14.0,64.8,34,1,14.61,clear sky
602,Puri,IN,19.8,85.85,75.72,50,0,11.03,clear sky
603,Zenzeli,RU,45.9241,47.0474,45.84,86,100,13.53,overcast clouds
604,Santiago,CL,-33.4569,-70.6483,73.26,59,5,2.66,clear sky
605,Parnaiba,BR,-2.9047,-41.7767,77.9,78,27,9.69,scattered clouds
606,Barabai,ID,-2.5833,115.3833,92.05,52,100,3.29,heavy intensity rain
607,Laguna,US,38.421,-121.4238,55.09,70,0,3.44,clear sky
608,San Enrique,PH,10.4161,122.8504,85.91,67,89,4.23,overcast clouds
609,Nagybajom,HU,46.3923,17.5115,38.77,95,52,4.56,broken clouds
610,Gunnedah,AU,-30.9833,150.25,67.19,32,2,4.07,clear sky
611,Tomatlan,MX,19.9333,-105.25,70.47,83,0,3.36,clear sky
612,Shihezi,CN,44.3,86.0333,33.91,96,100,6.11,snow
613,Amuntai,ID,-2.4177,115.2494,92.7,50,100,2.89,light rain
614,Troitskoye,RU,52.9821,84.6757,23.68,89,100,15.5,light snow
615,Makungu,TZ,-8.7333,35.2833,63.18,88,83,3.85,broken clouds
616,Riyadh,SA,24.6877,46.7219,68.14,30,92,9.01,overcast clouds
617,Vila Do Maio,CV,15.1333,-23.2167,75.99,72,57,9.24,broken clouds
618,Kawalu,ID,-7.3817,108.2082,84.25,70,66,1.68,broken clouds
619,Chapais,CA,49.7834,-74.8492,17.38,95,100,4.56,light snow
620,Diffa,NE,13.3154,12.6113,67.6,30,0,8.72,clear sky
621,Morozovsk,RU,48.3539,41.8261,38.8,85,100,4.9,light rain
622,San Antonio,US,29.4241,-98.4936,49.17,50,75,4.61,broken clouds
623,Pavlodar,KZ,52.3,76.95,15.6,79,100,13.42,light snow
624,Cabedelo,BR,-6.9811,-34.8339,77.67,80,6,7.87,clear sky
625,Mizan Teferi,ET,6.9833,35.5833,59.99,88,2,3.42,clear sky
626,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,50.02,65,84,6.04,broken clouds
627,Khrenovoye,RU,51.12,40.2889,31.03,99,100,7.58,snow
628,Ekhabi,RU,53.5102,142.9671,22.69,77,11,7.81,few clouds
629,Simao,CN,22.7886,100.9748,73.33,59,26,3.8,scattered clouds
630,Abha,SA,18.2164,42.5053,52.05,50,0,0.0,clear sky
631,Wuwei,CN,37.9281,102.6414,46.78,27,4,11.43,clear sky
632,Aksehir,TR,38.3575,31.4164,42.55,78,7,5.46,clear sky
633,Hangu,CN,39.2489,117.7892,53.64,41,0,6.58,clear sky
634,Richards Bay,ZA,-28.783,32.0377,70.77,91,98,6.46,overcast clouds
635,Plymouth,US,41.8334,-70.8328,42.71,83,0,6.91,clear sky
636,Huarmey,PE,-10.0681,-78.1522,64.83,86,100,8.52,overcast clouds
637,Bar Harbor,US,44.3876,-68.2039,34.34,89,100,15.01,overcast clouds
638,Chernoistochinsk,RU,57.7364,59.8719,1.71,98,59,0.74,broken clouds
639,Praia,CV,14.9215,-23.5087,75.74,78,20,10.36,few clouds
640,Kommunisticheskiy,RU,61.6789,64.4819,-10.61,94,14,3.94,few clouds
641,Carson City,US,39.1638,-119.7674,36.43,74,0,5.75,clear sky
642,Alekseyevsk,RU,57.8406,108.3492,30.61,90,100,11.81,overcast clouds
643,Gazojak,TM,41.1875,61.4036,39.58,53,100,14.34,overcast clouds
644,San Pedro,PH,14.35,121.0167,88.32,71,40,5.75,scattered clouds
645,Bansud,PH,12.865,121.4564,81.36,81,100,7.11,overcast clouds
646,Afrikanda,RU,67.4429,32.7828,19.89,93,37,4.0,scattered clouds
647,Vila,PT,42.0304,-8.1588,49.08,94,100,7.58,overcast clouds
648,Gigmoto,PH,13.7796,124.39,83.39,81,82,7.49,moderate rain
649,Chikwawa,MW,-16.0335,34.8009,75.81,79,0,2.95,clear sky
650,Prince Rupert,CA,54.3161,-130.3201,47.89,91,0,5.75,clear sky
651,Jimma,ET,7.6667,36.8333,55.29,82,1,0.96,clear sky
652,Chaman,PK,30.9236,66.4512,54.5,31,0,1.34,clear sky
653,Pokhara,NP,28.2333,83.9833,65.55,61,9,4.09,clear sky
654,Vao,NC,-22.6667,167.4833,76.8,81,94,10.78,overcast clouds
655,Thayetmyo,MM,19.3167,95.1833,84.27,49,5,7.47,clear sky
656,Saint-Francois,FR,46.4154,3.9054,56.64,72,75,9.22,broken clouds
657,Inuvik,CA,68.3499,-133.7218,27.36,50,40,6.91,scattered clouds
658,Tromso,NO,69.6496,18.957,30.38,93,9,3.44,clear sky
659,Axim,GH,4.8699,-2.2405,76.8,83,60,5.06,light rain
660,Eureka,US,40.8021,-124.1637,43.63,95,21,1.01,few clouds
661,Jungapeo,MX,19.45,-100.4833,62.82,94,2,4.38,clear sky
662,Esperance,AU,-33.8667,121.9,65.12,73,25,22.57,scattered clouds
663,Jacqueville,CI,5.2052,-4.4146,80.13,77,52,5.5,broken clouds
664,Eshowe,ZA,-28.8865,31.4699,63.55,95,100,2.08,overcast clouds
665,Waipawa,NZ,-41.4122,175.5153,57.87,98,100,1.83,moderate rain
666,Golden,US,39.7555,-105.2211,31.69,55,40,5.75,scattered clouds
667,Khasan,RU,42.4308,130.6434,44.96,57,49,3.98,scattered clouds
668,Kaka,TM,37.3482,59.6143,53.22,44,76,5.82,broken clouds
669,Piacabucu,BR,-10.4056,-36.4344,75.52,87,17,8.5,few clouds
670,Umea,SE,63.8284,20.2597,17.53,86,0,4.61,clear sky
671,Jiuquan,CN,39.7432,98.5174,44.01,17,0,11.97,clear sky
672,Lahaina,US,20.8783,-156.6825,80.6,82,92,9.51,overcast clouds
673,Quelimane,MZ,-17.8786,36.8883,71.55,94,40,0.0,scattered clouds
674,Morgan City,US,29.6994,-91.2068,47.01,76,20,5.75,few clouds
675,Capoterra,IT,39.1763,8.9718,60.53,95,20,4.61,few clouds
676,Ludvika,SE,60.1496,15.1878,32.61,80,86,6.87,overcast clouds
677,Sorsk,RU,54.0033,90.2467,20.35,66,58,16.13,broken clouds
678,Goderich,CA,43.7501,-81.7165,35.91,100,100,2.3,snow
679,Leh,IN,34.1667,77.5833,19.18,78,96,3.22,overcast clouds
680,Teya,RU,60.3778,92.6267,0.27,92,84,1.7,broken clouds
681,Xique-Xique,BR,-10.8218,-42.7263,75.99,73,92,3.27,overcast clouds
682,Madras,IN,13.0878,80.2785,76.98,88,20,4.61,mist
683,Tuskegee,US,32.424,-85.6916,45.25,100,100,1.01,overcast clouds
684,Kushiro,JP,42.975,144.3747,43.75,52,75,4.61,broken clouds
685,Ballina,AU,-28.8667,153.5667,71.02,46,8,12.26,clear sky
686,Areosa,PT,41.7178,-8.8571,59.77,84,100,10.11,overcast clouds
687,Pijijiapan,MX,15.7011,-93.23,78.22,76,97,6.55,overcast clouds
688,Santa Cruz De La Palma,ES,28.6835,-17.7642,73.13,68,0,8.05,clear sky
689,Kachiry,KZ,53.0675,76.1036,18.79,81,100,11.79,overcast clouds
690,Esil,KZ,51.9556,66.4042,15.84,94,92,2.28,overcast clouds
691,Labrea,BR,-7.2586,-64.7981,73.47,94,44,1.83,scattered clouds
692,Aanekoski,FI,62.6946,25.818,28.47,100,92,3.51,overcast clouds
693,Terrace,CA,54.5163,-128.6035,37.31,75,20,24.16,few clouds
694,Deputatskiy,RU,69.3,139.9,-29.45,100,79,2.44,broken clouds
695,Pandan,PH,14.0453,124.1694,83.35,79,90,8.9,overcast clouds
696,Mutoko,ZW,-17.397,32.2268,67.05,67,65,3.18,broken clouds
697,Woodhaven,US,42.1389,-83.2416,36.09,86,100,10.36,overcast clouds
698,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.57,79,100,9.53,overcast clouds
699,Labuhan,ID,-6.8844,112.2051,87.96,62,97,3.83,overcast clouds
